time,high,low,open,volumefrom,volumeto,close,conversionType,Datetime,Year
1461196800,450.8,439.53,441.16,63127.8,28168774.29,449.34,direct,2016-04-21,2016
1461283200,450.19,441.9,449.34,49710.33,22225157.27,445.28,direct,2016-04-22,2016
1461369600,451.48,443.07,445.28,42358.77,18998211.55,450.08,direct,2016-04-23,2016
1461456000,461.78,447.89,450.08,74434.28,33984269.34,457.56,direct,2016-04-24,2016
1461542400,466.23,451.79,457.56,81656.03,37614684.81,461.73,direct,2016-04-25,2016
1461628800,468.86,459.23,461.73,67557.86,31451239.15,466.0,direct,2016-04-26,2016
1461715200,467.87,444.62,466.0,90806.31,41539684.76,447.01,direct,2016-04-27,2016
1461801600,450.1,433.9,447.01,81934.58,36369788.38,448.48,direct,2016-04-28,2016
1461888000,456.31,445.22,448.48,44850.72,20264761.95,454.98,direct,2016-04-29,2016
1461974400,456.86,446.65,454.98,35308.4,15994805.53,448.53,direct,2016-04-30,2016
1462060800,454.21,447.52,448.53,21745.59,9838490.74,452.24,direct,2016-05-01,2016
1462147200,453.87,440.21,452.24,73854.48,32863011.95,444.18,direct,2016-05-02,2016
1462233600,451.54,441.55,444.18,49749.84,22292253.48,450.27,direct,2016-05-03,2016
1462320000,450.87,444.22,450.27,39440.84,17676609.71,445.8,direct,2016-05-04,2016
1462406400,449.19,444.35,445.8,41887.49,18765369.38,448.08,direct,2016-05-05,2016
1462492800,461.48,445.72,448.08,68429.7,31122708.07,459.56,direct,2016-05-06,2016
1462579200,460.61,454.6,459.56,30971.06,14247601.97,458.46,direct,2016-05-07,2016
1462665600,460.18,454.94,458.46,27597.1,12689581.18,457.87,direct,2016-05-08,2016
1462752000,464.18,455.38,457.87,48422.16,22322043.96,460.44,direct,2016-05-09,2016
1462838400,462.14,446.81,460.44,59992.45,27247925.23,449.36,direct,2016-05-10,2016
1462924800,456.15,449.59,449.36,39965.14,18137209.37,452.5,direct,2016-05-11,2016
1463011200,455.34,448.4,452.5,49186.86,22252919.49,454.43,direct,2016-05-12,2016
1463097600,457.22,451.49,454.43,32389.98,14768796.02,455.41,direct,2016-05-13,2016
1463184000,457.74,453.58,455.41,20360.7,9319128.91,456.44,direct,2016-05-14,2016
1463270400,460.28,455.0,456.44,21196.42,9745309.9,458.11,direct,2016-05-15,2016
1463356800,459.57,450.73,458.11,36601.5,16731954.01,454.87,direct,2016-05-16,2016
1463443200,456.3,451.71,454.87,34628.34,15741822.36,453.25,direct,2016-05-17,2016
1463529600,456.65,452.35,453.25,32606.95,14884550.93,454.22,direct,2016-05-18,2016
1463616000,455.19,441.12,454.22,59385.1,26626097.5,442.66,direct,2016-05-19,2016
1463702400,447.76,435.42,442.66,48431.62,21415312.04,442.11,direct,2016-05-20,2016
1463788800,445.24,439.73,442.11,22999.29,10213550.36,443.64,direct,2016-05-21,2016
1463875200,444.24,436.94,443.64,28739.45,12691382.29,439.62,direct,2016-05-22,2016
1463961600,444.99,438.24,439.62,35897.23,15885933.69,443.69,direct,2016-05-23,2016
1464048000,447.9,442.02,443.69,33214.62,14837671.76,446.11,direct,2016-05-24,2016
1464134400,451.21,445.35,446.11,37716.29,16954105.43,449.78,direct,2016-05-25,2016
1464220800,454.25,447.67,449.78,37715.9,17093327.23,453.3,direct,2016-05-26,2016
1464307200,479.22,452.71,453.3,135674.57,63894987.38,474.05,direct,2016-05-27,2016
1464393600,531.76,467.05,474.05,150172.04,75400711.07,524.22,direct,2016-05-28,2016
1464480000,548.04,493.22,524.22,152570.22,80753301.33,516.05,direct,2016-05-29,2016
1464566400,544.18,512.81,516.05,77528.43,41433165.43,532.26,direct,2016-05-30,2016
1464652800,546.92,513.15,532.26,114080.03,60896411.69,528.92,direct,2016-05-31,2016
1464739200,542.26,521.3,528.92,72406.45,38742660.86,537.4,direct,2016-06-01,2016
1464825600,541.55,530.47,537.4,52877.98,28380698.71,537.1,direct,2016-06-02,2016
1464912000,573.72,534.34,537.1,106250.27,59464310.87,567.03,direct,2016-06-03,2016
1464998400,592.68,560.87,567.03,87411.46,50353517.34,571.95,direct,2016-06-04,2016
1465084800,583.64,567.77,571.95,64520.22,37233994.18,574.91,direct,2016-06-05,2016
1465171200,586.73,571.67,574.91,63682.81,37131086.56,583.58,direct,2016-06-06,2016
1465257600,591.32,543.63,583.58,84694.25,49082472.71,575.58,direct,2016-06-07,2016
1465344000,582.44,567.78,575.58,49604.16,28706216.31,580.51,direct,2016-06-08,2016
1465430400,580.71,569.26,580.51,48613.35,28010575.91,574.69,direct,2016-06-09,2016
1465516800,579.26,571.14,574.69,45501.86,26290866.62,577.89,direct,2016-06-10,2016
1465603200,592.61,576.29,577.89,42217.02,24790441.26,591.6,direct,2016-06-11,2016
1465689600,683.85,592.79,591.6,217379.53,139684630.33,666.55,direct,2016-06-12,2016
1465776000,718.24,652.78,666.55,216731.32,149442548.73,700.07,direct,2016-06-13,2016
1465862400,702.52,654.69,700.07,135648.79,92458349.24,685.14,direct,2016-06-14,2016
1465948800,695.07,670.45,685.14,78620.97,53863568.9,690.77,direct,2016-06-15,2016
1466035200,769.73,687.43,690.77,229569.22,169704647.02,761.21,direct,2016-06-16,2016
1466121600,771.89,704.21,761.21,215870.36,160302360.32,743.9,direct,2016-06-17,2016
1466208000,776.04,727.13,743.9,120525.37,91056993.79,753.77,direct,2016-06-18,2016
1466294400,765.1,740.38,753.77,60445.37,45805980.62,761.04,direct,2016-06-19,2016
1466380800,764.6,717.41,761.04,112290.09,83637617.46,733.97,direct,2016-06-20,2016
1466467200,732.23,626.05,733.97,248083.39,166828425.88,667.38,direct,2016-06-21,2016
1466553600,677.8,586.6,667.38,202320.1,129550795.89,590.56,direct,2016-06-22,2016
1466640000,629.55,539.28,590.56,261739.44,154289129.68,620.84,direct,2016-06-23,2016
1466726400,687.39,616.41,620.84,196694.45,128990817.06,656.89,direct,2016-06-24,2016
1466812800,688.1,640.79,656.89,100457.69,67442141.07,663.52,direct,2016-06-25,2016
1466899200,665.19,609.9,663.52,88928.71,56403088.15,625.41,direct,2016-06-26,2016
1466985600,650.34,615.22,625.41,99812.97,63747137.15,644.66,direct,2016-06-27,2016
1467072000,659.27,634.26,644.66,76657.93,49673830.24,644.89,direct,2016-06-28,2016
1467158400,645.91,621.76,644.89,80218.82,50898093.64,636.54,direct,2016-06-29,2016
1467244800,673.04,631.24,636.54,88203.81,58215062.66,670.02,direct,2016-06-30,2016
1467331200,685.11,661.09,670.02,92227.36,62394480.64,674.57,direct,2016-07-01,2016
1467417600,700.46,671.46,674.57,67380.47,46555796.93,698.06,direct,2016-07-02,2016
1467504000,701.49,644.61,698.06,99268.29,66591456.99,661.64,direct,2016-07-03,2016
1467590400,679.03,644.04,661.64,63905.01,42756935.48,675.16,direct,2016-07-04,2016
1467676800,679.19,657.31,675.16,54642.8,36687264.23,663.67,direct,2016-07-05,2016
1467763200,678.39,662.24,663.67,47049.5,31708100.51,672.7,direct,2016-07-06,2016
1467849600,676.19,604.95,672.7,153608.21,97639342.03,635.25,direct,2016-07-07,2016
1467936000,663.43,630.17,635.25,75892.55,49243011.02,662.78,direct,2016-07-08,2016
1468022400,663.49,620.68,662.78,96013.13,62061207.33,651.83,direct,2016-07-09,2016
1468108800,651.98,636.8,651.83,29256.82,18955766.48,647.11,direct,2016-07-10,2016
1468195200,657.47,639.97,647.11,45941.77,29925667.34,646.71,direct,2016-07-11,2016
1468281600,673.19,644.56,646.71,66591.48,44047499.67,670.56,direct,2016-07-12,2016
1468368000,672.02,656.04,670.56,62958.21,41791464.25,661.15,direct,2016-07-13,2016
1468454400,661.88,646.31,661.15,48196.92,31748496.83,657.25,direct,2016-07-14,2016
1468540800,667.46,656.5,657.25,35830.56,23817856.65,664.2,direct,2016-07-15,2016
1468627200,665.41,655.72,664.2,20385.0,13557557.05,660.69,direct,2016-07-16,2016
1468713600,680.94,660.13,660.69,46840.6,31614610.5,676.33,direct,2016-07-17,2016
1468800000,680.42,664.61,676.33,42576.77,28810844.41,670.38,direct,2016-07-18,2016
1468886400,673.24,663.63,670.38,30395.36,20401885.27,671.1,direct,2016-07-19,2016
1468972800,672.29,659.51,671.1,37562.71,25075066.39,664.4,direct,2016-07-20,2016
1469059200,666.51,657.82,664.4,32164.64,21351309.78,664.62,direct,2016-07-21,2016
1469145600,669.44,645.69,664.62,65894.84,43283429.35,651.11,direct,2016-07-22,2016
1469232000,658.17,647.98,651.11,29884.68,19544654.54,655.16,direct,2016-07-23,2016
1469318400,664.21,651.03,655.16,29815.62,19642346.73,659.29,direct,2016-07-24,2016
1469404800,662.51,651.08,659.29,34383.06,22564554.46,654.0,direct,2016-07-25,2016
1469491200,657.76,643.49,654.0,49388.21,32177578.58,654.38,direct,2016-07-26,2016
1469577600,659.08,646.04,654.38,29885.7,19568531.49,654.54,direct,2016-07-27,2016
1469664000,657.96,650.81,654.54,28112.8,18452583.66,654.13,direct,2016-07-28,2016
1469750400,657.4,650.99,654.13,27043.62,17757920.48,655.43,direct,2016-07-29,2016
1469836800,657.55,652.06,655.43,19354.41,12721755.54,654.74,direct,2016-07-30,2016
1469923200,654.92,621.42,654.74,62887.74,39918066.14,621.87,direct,2016-07-31,2016
1470009600,627.89,603.55,621.87,66660.27,41229298.83,607.0,direct,2016-08-01,2016
1470096000,613.75,471.36,607.0,130913.66,75338595.54,513.43,direct,2016-08-02,2016
1470182400,573.06,514.09,513.43,85930.35,47170751.56,566.44,direct,2016-08-03,2016
1470268800,584.89,559.5,566.44,44823.44,25725471.16,576.22,direct,2016-08-04,2016
1470355200,579.97,565.81,576.22,27885.51,15992890.37,574.66,direct,2016-08-05,2016
1470441600,596.68,565.33,574.66,25382.28,14676841.26,586.45,direct,2016-08-06,2016
1470528000,596.01,580.87,586.45,26202.24,15491523.1,590.85,direct,2016-08-07,2016
1470614400,594.24,585.41,590.85,24880.83,14726811.56,589.24,direct,2016-08-08,2016
1470700800,591.2,581.1,589.24,25971.47,15304277.91,585.25,direct,2016-08-09,2016
1470787200,600.52,580.87,585.25,49568.68,29376783.81,590.94,direct,2016-08-10,2016
1470873600,599.15,585.39,590.94,39824.58,23640952.51,587.84,direct,2016-08-11,2016
1470960000,591.14,582.2,587.84,25501.78,15009452.98,587.14,direct,2016-08-12,2016
1471046400,590.07,582.81,587.14,19303.82,11357750.81,584.59,direct,2016-08-13,2016
1471132800,585.8,559.93,584.59,33065.8,18970094.63,569.06,direct,2016-08-14,2016
1471219200,574.97,559.28,569.06,33771.15,19218972.96,566.95,direct,2016-08-15,2016
1471305600,583.38,563.38,566.95,37689.33,21634083.15,580.19,direct,2016-08-16,2016
1471392000,581.1,568.66,580.19,32760.8,18886741.55,572.34,direct,2016-08-17,2016
1471478400,579.53,570.83,572.34,30389.41,17509679.71,573.39,direct,2016-08-18,2016
1471564800,577.86,566.25,573.39,25530.44,14701426.29,574.56,direct,2016-08-19,2016
1471651200,583.5,572.28,574.56,23119.79,13416843.63,582.61,direct,2016-08-20,2016
1471737600,585.32,577.84,582.61,14160.18,8294321.53,580.66,direct,2016-08-21,2016
1471824000,591.9,577.13,580.66,33558.61,19658058.08,587.47,direct,2016-08-22,2016
1471910400,589.87,578.61,587.47,32082.32,18772369.53,583.56,direct,2016-08-23,2016
1471996800,584.47,576.82,583.56,28057.04,16337141.09,579.66,direct,2016-08-24,2016
1472083200,580.71,570.81,579.66,32733.65,18885349.63,577.96,direct,2016-08-25,2016
1472169600,582.73,575.83,577.96,21168.38,12329289.75,579.37,direct,2016-08-26,2016
1472256000,580.41,567.25,579.37,18686.65,10747219.53,570.35,direct,2016-08-27,2016
1472342400,576.32,569.21,570.35,12824.95,7377921.72,574.98,direct,2016-08-28,2016
1472428800,578.61,571.38,574.98,23862.95,13760854.22,574.23,direct,2016-08-29,2016
1472515200,579.94,572.51,574.23,27480.29,15895354.76,577.32,direct,2016-08-30,2016
1472601600,578.25,571.69,577.32,24933.77,14338795.45,573.88,direct,2016-08-31,2016
1472688000,704.97,569.37,573.88,25872.2,14860164.25,571.99,direct,2016-09-01,2016
1472774400,577.6,569.3,571.99,26612.15,15315755.66,575.29,direct,2016-09-02,2016
1472860800,604.97,572.64,575.29,35699.73,21055514.22,598.84,direct,2016-09-03,2016
1472947200,615.2,590.78,598.84,30690.03,18646011.82,609.55,direct,2016-09-04,2016
1473033600,610.61,598.77,609.55,25286.46,15369832.26,605.76,direct,2016-09-05,2016
1473120000,611.95,603.55,605.76,24324.78,14864563.84,610.44,direct,2016-09-06,2016
1473206400,616.48,606.24,610.44,30033.77,18429525.07,613.21,direct,2016-09-07,2016
1473292800,629.3,611.25,613.21,36328.29,22710390.64,625.57,direct,2016-09-08,2016
1473379200,627.58,617.32,625.57,28333.32,17710151.19,623.16,direct,2016-09-09,2016
1473465600,627.45,621.07,623.16,15279.28,9600113.74,624.52,direct,2016-09-10,2016
1473552000,630.77,592.79,624.52,36543.99,22467346.61,605.61,direct,2016-09-11,2016
1473638400,610.62,603.03,605.61,27944.86,17058938.65,607.98,direct,2016-09-12,2016
1473724800,612.03,604.87,607.98,27515.13,16850869.45,608.61,direct,2016-09-13,2016
1473811200,612.16,606.39,608.61,24244.49,14878860.18,609.54,direct,2016-09-14,2016
1473897600,610.73,605.1,609.54,22687.24,13892193.46,608.11,direct,2016-09-15,2016
1473984000,610.36,605.15,608.11,21847.03,13353736.94,607.78,direct,2016-09-16,2016
1474070400,609.61,604.52,607.78,15894.29,9724490.11,607.08,direct,2016-09-17,2016
1474156800,612.38,605.22,607.08,16329.91,10004923.58,610.7,direct,2016-09-18,2016
1474243200,612.41,606.99,610.7,21236.53,12981851.28,609.85,direct,2016-09-19,2016
1474329600,611.27,605.93,609.85,22607.66,13809380.94,609.24,direct,2016-09-20,2016
1474416000,608.82,591.69,609.24,36862.36,22059386.51,597.16,direct,2016-09-21,2016
1474502400,599.78,592.83,597.16,22441.49,13463966.31,595.63,direct,2016-09-22,2016
